emlak_tipi,m2_brut,m2_net,oda_sayisi,bina_yaşi,bulundugu_kat,isitma,banyo_sayisi,balkon,esyali,site_icerisi,krediye_uygun,kimden,konum,fiyat
  Satılık Daire ,100.0,90.0,  2+1,  21-25 arası,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,155000.0
  Satılık Daire ,90.0,80.0,  2+1,  21-25 arası,  2,  Soba,  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,135000.0
  Satılık Daire ,210.0,190.0,  3+1,  3,  Villa Tipi,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Evet,  Evet,  Sahibinden,Gemlik,940000.0
  Satılık Daire ,100.0,98.0,  2+1,  26-30 arası,  2,  Doğalgaz Sobası,  1,  Var,  Evet,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,165000.0
  Satılık Daire ,80.0,70.0,  2+1,  26-30 arası,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,215000.0
  Satılık Daire ,95.0,85.0,  2+1,  16-20 arası,  Giriş Katı,  Doğalgaz (Kombi),  1,  Yok,  Evet,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,150000.0
  Satılık Daire ,110.0,100.0,  2+1,  26-30 arası,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,185000.0
  Satılık Daire ,100.0,85.0,  2+1,  26-30 arası,  Yüksek Giriş,  Soba,  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,161000.0
  Satılık Daire ,120.0,110.0,  3+1,  26-30 arası,  4,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,169000.0
  Satılık Daire ,240.0,220.0,  5+1,  5-10 arası,  5,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,625000.0
  Satılık Daire ,75.0,70.0,  2+1,  21-25 arası,  4,  Yok,  1,  Var,  Hayır,  Evet,  Evet,  Emlak Ofisinden,Gemlik,235000.0
  Satılık Daire ,160.0,140.0,  4+1,  21-25 arası,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,500000.0
  Satılık Daire ,65.0,55.0,  2+1,  26-30 arası,  2,  Doğalgaz (Kombi),  1,  Var,  Evet,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,355000.0
  Satılık Daire ,75.0,56.0,  1.5+1,  26-30 arası,  5,  Doğalgaz (Kombi),  1,  Var,  Evet,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,200000.0
  Satılık Daire ,200.0,180.0,  4+1,  1,  4,  Doğalgaz (Kombi),  3,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,580000.0
  Satılık Daire ,145.0,130.0,  3+1,  4,  4,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Sahibinden,Gemlik,800000.0
  Satılık Daire ,100.0,100.0,  2+1,  0,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,290000.0
  Satılık Daire ,120.0,100.0,  2+1,  26-30 arası,  3,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Sahibinden,Gemlik,235000.0
  Satılık Daire ,140.0,125.0,  2+1,  0,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,750000.0
  Satılık Daire ,100.0,95.0,  2+1,  21-25 arası,  5,  Doğalgaz (Kombi),  1,  Var,  Belirtilmemiş,  Hayır,  Evet,  Sahibinden,Gemlik,170000.0
  Satılık Daire ,80.0,70.0,  2+1,  26-30 arası,  Yüksek Giriş,  Yok,  1,  Var,  Hayır,  Evet,  Evet,  Emlak Ofisinden,Gemlik,295000.0
  Satılık Daire ,85.0,80.0,  2+1,  5-10 arası,  4,  Yok,  1,  Var,  Evet,  Evet,  Evet,  Emlak Ofisinden,Gemlik,340000.0
  Satılık Daire ,85.0,80.0,  2+1,  5-10 arası,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Evet,  Evet,  Emlak Ofisinden,Gemlik,420000.0
  Satılık Daire ,55.0,50.0,  1+1,  3,  2,  Doğalgaz (Kombi),  1,  Yok,  Evet,  Hayır,  Evet,  Sahibinden,Gemlik,195000.0
  Satılık Daire ,90.0,85.0,  2+1,  26-30 arası,  5,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Evet,  Evet,  Sahibinden,Gemlik,340000.0
  Satılık Daire ,135.0,130.0,  3+1,  26-30 arası,  4,  Doğalgaz (Kombi),  1,  Var,  Evet,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,179000.0
  Satılık Daire ,130.0,121.0,  3+1,  0,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,859000.0
  Satılık Daire ,135.0,125.0,  2+1,  21-25 arası,  4,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,195000.0
  Satılık Daire ,155.0,145.0,  3+1,  4,  3,  Doğalgaz (Kombi),  2,  Var,  Belirtilmemiş,  Hayır,  Evet,  Sahibinden,Gemlik,560000.0
  Satılık Daire ,125.0,110.0,  3+1,  3,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,370000.0
  Satılık Daire ,85.0,75.0,  2+1,  26-30 arası,  4,  Soba,  1,  Var,  Evet,  Evet,  Evet,  Sahibinden,Gemlik,300000.0
  Satılık Daire ,145.0,130.0,  3+1,  21-25 arası,  3,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,197000.0
  Satılık Daire ,100.0,95.0,  2+1,  21-25 arası,  1,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,140000.0
  Satılık Daire ,120.0,115.0,  3+1,  16-20 arası,  1,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,229000.0
  Satılık Daire ,157.0,147.0,  3+1,  26-30 arası,  4,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,270000.0
  Satılık Daire ,110.0,90.0,  3+1,  21-25 arası,  1,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,179000.0
  Satılık Daire ,130.0,125.0,  3+1,  0,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,410000.0
  Satılık Daire ,187.0,165.0,  3+1,  2,  2,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,650000.0
  Satılık Daire ,115.0,105.0,  3+1,  26-30 arası,  4,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,184000.0
  Satılık Daire ,185.0,175.0,  4+1,  11-15 arası,  4,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Evet,  Evet,  Emlak Ofisinden,Gemlik,900000.0
  Satılık Daire ,100.0,85.0,  2+1,  26-30 arası,  3,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,300000.0
  Satılık Daire ,94.0,94.0,  2+1,  0,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Evet,  Evet,  Emlak Ofisinden,Gemlik,550000.0
  Satılık Daire ,160.0,150.0,  3+1,  16-20 arası,  1,  Merkezi,  2,  Var,  Hayır,  Hayır,  Evet,  Sahibinden,Gemlik,600000.0
  Satılık Daire ,95.0,75.0,  2+1,  21-25 arası,  4,  Doğalgaz (Kombi),  1,  Var,  Evet,  Evet,  Evet,  Sahibinden,Gemlik,375000.0
  Satılık Daire ,160.0,150.0,  3+1,  1,  2,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Evet,  Evet,  Emlak Ofisinden,Gemlik,380000.0
  Satılık Daire ,90.0,90.0,  2+1,  31 ve üzeri,  1,  Doğalgaz (Kombi),  1,  Var,  Evet,  Hayır,  Evet,  Sahibinden,Gemlik,150000.0
  Satılık Daire ,170.0,165.0,  3+1,  3,  Bahçe Katı,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Evet,  Evet,  Emlak Ofisinden,Gemlik,950000.0
  Satılık Daire ,100.0,90.0,  2+1,  26-30 arası,  5,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,195000.0
  Satılık Daire ,120.0,110.0,  3+1,  26-30 arası,  5,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,170000.0
  Satılık Daire ,210.0,180.0,  4+1,  5-10 arası,  Çatı Katı,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Sahibinden,Gemlik,528000.0
  Satılık Daire ,80.0,75.0,  2+1,  21-25 arası,  4,  Yok,  1,  Var,  Hayır,  Evet,  Evet,  Emlak Ofisinden,Gemlik,300000.0
  Satılık Daire ,130.0,120.0,  3+1,  26-30 arası,  4,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gemlik,220000.0
  Satılık Daire ,260.0,230.0,  5+1,  4,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,785000.0
  Satılık Daire ,220.0,200.0,  5+1,  2,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,565000.0
  Satılık Daire ,145.0,125.0,  3+1,  0,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,460000.0
  Satılık Daire ,90.0,80.0,  2+1,  11-15 arası,  2,  Merkezi,  1,  Yok,  Belirtilmemiş,  Hayır,  Belirtilmemiş,  Sahibinden,Gürsu,165000.0
  Satılık Daire ,150.0,140.0,  3+1,  5-10 arası,  3,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,550000.0
  Satılık Daire ,135.0,118.0,  3+1,  0,  1,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,489900.0
  Satılık Daire ,140.0,118.0,  3+1,  5-10 arası,  2,  Doğalgaz (Kombi),  1,  Var,  Belirtilmemiş,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,400000.0
  Satılık Daire ,130.0,120.0,  3+1,  0,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,460000.0
  Satılık Daire ,110.0,90.0,  2+1,  0,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,460000.0
  Satılık Daire ,140.0,125.0,  3+1,  21-25 arası,  Giriş Altı Kot 3,  Doğalgaz Sobası,  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,350000.0
  Satılık Daire ,140.0,140.0,  4+1,  11-15 arası,  Giriş Altı Kot 3,  Kat Kaloriferi,  1,  Var,  Belirtilmemiş,  Hayır,  Belirtilmemiş,  Sahibinden,Gürsu,570000.0
  Satılık Daire ,110.0,110.0,  2+1,  21-25 arası,  4,  Doğalgaz (Kombi),  1,  Var,  Belirtilmemiş,  Hayır,  Evet,  Sahibinden,Gürsu,330000.0
  Satılık Daire ,155.0,135.0,  4+1,  21-25 arası,  Giriş Katı,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Hayır,  Emlak Ofisinden,Gürsu,225000.0
  Satılık Daire ,150.0,140.0,  3+1,  5-10 arası,  4,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,380000.0
  Satılık Daire ,150.0,115.0,  3+1,  0,  1,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,510000.0
  Satılık Daire ,250.0,110.0,  5+1,  0,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,600000.0
  Satılık Daire ,150.0,130.0,  4+1,  0,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,620000.0
  Satılık Daire ,140.0,130.0,  4+1,  5-10 arası,  3,  Merkezi (Pay Ölçer),  2,  Var,  Hayır,  Hayır,  Belirtilmemiş,  Sahibinden,Gürsu,667000.0
  Satılık Daire ,120.0,120.0,  3+1,  5-10 arası,  7,  Merkezi (Pay Ölçer),  1,  Var,  Hayır,  Evet,  Evet,  Sahibinden,Gürsu,320000.0
  Satılık Daire ,108.0,90.0,  2+1,  0,  Giriş Altı Kot 2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,335000.0
  Satılık Daire ,121.0,93.0,  2+1,  0,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,470000.0
  Satılık Daire ,117.0,110.0,  3+1,  0,  1,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Belirtilmemiş,  Emlak Ofisinden,Gürsu,420000.0
  Satılık Daire ,160.0,150.0,  3+1,  4,  3,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,520000.0
  Satılık Daire ,129.0,120.0,  2+1,  0,  1,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,480000.0
  Satılık Daire ,185.0,165.0,  4+1,  5-10 arası,  Çatı Katı,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,465000.0
  Satılık Daire ,149.0,95.0,  2+1,  11-15 arası,  Yüksek Giriş,  Doğalgaz Sobası,  1,  Yok,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,230000.0
  Satılık Daire ,130.0,126.0,  3+1,  0,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Sahibinden,Gürsu,435000.0
  Satılık Daire ,220.0,200.0,  4+1,  4,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,475000.0
  Satılık Daire ,261.0,250.0,  4+1,  0,  Çatı Katı,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,925000.0
  Satılık Daire ,100.0,90.0,  2+1,  0,  Yüksek Giriş,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,325000.0
  Satılık Daire ,105.0,100.0,  2+1,  16-20 arası,  5,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,275000.0
  Satılık Daire ,270.0,220.0,  5+1,  0,  3,  Doğalgaz (Kombi),  2,  Var,  Belirtilmemiş,  Hayır,  Belirtilmemiş,  Emlak Ofisinden,Gürsu,750000.0
  Satılık Daire ,270.0,240.0,  6+1,  0,  3,  Doğalgaz (Kombi),  3,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,825000.0
  Satılık Daire ,200.0,190.0,  4+1,  11-15 arası,  Çatı Katı,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,460000.0
  Satılık Daire ,95.0,85.0,  2+1,  5-10 arası,  5,  Merkezi (Pay Ölçer),  1,  Var,  Hayır,  Evet,  Evet,  Sahibinden,Gürsu,210000.0
  Satılık Daire ,204.0,180.0,  6+1,  0,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,630000.0
  Satılık Daire ,120.0,120.0,  3+1,  5-10 arası,  11,  Merkezi (Pay Ölçer),  1,  Var,  Evet,  Evet,  Evet,  Sahibinden,Gürsu,350000.0
  Satılık Daire ,101.0,90.0,  3+1,  0,  Zemin Kat,  Doğalgaz (Kombi),  1,  Yok,  Hayır,  Hayır,  Evet,  İnşaat Firmasından,Gürsu,370000.0
  Satılık Daire ,220.0,185.0,  4+1,  0,  3,  Doğalgaz (Kombi),  3,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,644900.0
  Satılık Daire ,242.0,186.0,  6+1,  0,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,580000.0
  Satılık Daire ,105.0,90.0,  2+1,  5-10 arası,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,320000.0
  Satılık Daire ,220.0,190.0,  4+1,  5-10 arası,  2,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,730000.0
  Satılık Daire ,170.0,140.0,  3.5+1,  5-10 arası,  1,  Doğalgaz (Kombi),  1,  Var,  Evet,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,725000.0
  Satılık Daire ,220.0,195.0,  4+1,  0,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Belirtilmemiş,  Emlak Ofisinden,Gürsu,850000.0
  Satılık Daire ,110.0,90.0,  2+1,  0,  Giriş Altı Kot 2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,400000.0
  Satılık Daire ,180.0,180.0,  4+1,  0,  3,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,475000.0
  Satılık Daire ,130.0,120.0,  3+1,  5-10 arası,  Yüksek Giriş,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,355000.0
  Satılık Daire ,65.0,55.0,  2+1,  5-10 arası,  2,  Merkezi,  1,  Yok,  Hayır,  Evet,  Evet,  Emlak Ofisinden,Gürsu,157500.0
  Satılık Daire ,135.0,103.0,  3+1,  0,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,500000.0
  Satılık Daire ,125.0,115.0,  3+1,  5-10 arası,  3,  Doğalgaz (Kombi),  1,  Yok,  Belirtilmemiş,  Hayır,  Belirtilmemiş,  Sahibinden,Gürsu,440000.0
  Satılık Daire ,95.0,85.0,  2+1,  5-10 arası,  1,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,345000.0
  Satılık Daire ,95.0,85.0,  2+1,  0,  Giriş Altı Kot 2,  Doğalgaz (Kombi),  1,  Var,  Evet,  Hayır,  Evet,  İnşaat Firmasından,Gürsu,390000.0
  Satılık Daire ,250.0,220.0,  4+2,  5-10 arası,  4,  Doğalgaz (Kombi),  2,  Var,  Belirtilmemiş,  Hayır,  Belirtilmemiş,  Sahibinden,Gürsu,675000.0
  Satılık Daire ,180.0,168.0,  3+1,  0,  4,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Sahibinden,Gürsu,370000.0
  Satılık Daire ,121.0,93.0,  2+1,  0,  1,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,450000.0
  Satılık Daire ,90.0,70.0,  2+1,  0,  Giriş Altı Kot 2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,330000.0
  Satılık Daire ,130.0,120.0,  3+1,  16-20 arası,  3,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Sahibinden,Gürsu,270000.0
  Satılık Daire ,270.0,250.0,  5+1,  1,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  İnşaat Firmasından,Gürsu,780000.0
  Satılık Daire ,140.0,130.0,  3+1,  3,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Evet,  Evet,  Emlak Ofisinden,Gürsu,520000.0
  Satılık Daire ,110.0,100.0,  2+1,  3,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Sahibinden,Gürsu,338000.0
  Satılık Daire ,65.0,65.0,  2+1,  5-10 arası,  Giriş Katı,  Merkezi (Pay Ölçer),  1,  Yok,  Hayır,  Evet,  Evet,  Sahibinden,Gürsu,137000.0
  Satılık Daire ,115.0,90.0,  2+1,  21-25 arası,  Giriş Katı,  Doğalgaz Sobası,  1,  Yok,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,260000.0
  Satılık Daire ,200.0,180.0,  4+1,  0,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,475000.0
  Satılık Daire ,220.0,190.0,  4+1,  5-10 arası,  2,  Doğalgaz (Kombi),  2,  Var,  Belirtilmemiş,  Hayır,  Evet,  Sahibinden,Gürsu,730000.0
  Satılık Daire ,140.0,128.0,  3+1,  2,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,475000.0
  Satılık Daire ,120.0,110.0,  3+1,  5-10 arası,  Yüksek Giriş,  Doğalgaz (Kombi),  1,  Var,  Evet,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,420000.0
  Satılık Daire ,65.0,55.0,  2+1,  5-10 arası,  Giriş Katı,  Merkezi,  1,  Yok,  Hayır,  Evet,  Evet,  Sahibinden,Gürsu,142000.0
  Satılık Daire ,150.0,135.0,  3+1,  3,  1,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Sahibinden,Gürsu,480000.0
  Satılık Daire ,200.0,170.0,  4+1,  11-15 arası,  3,  Doğalgaz (Kombi),  3,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,565000.0
  Satılık Daire ,160.0,145.0,  3+1,  4,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,539000.0
  Satılık Daire ,220.0,170.0,  4+1,  0,  3,  Doğalgaz (Kombi),  1,  Var,  Belirtilmemiş,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,655000.0
  Satılık Daire ,260.0,250.0,  4+1,  5-10 arası,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,780000.0
  Satılık Daire ,130.0,120.0,  3+1,  5-10 arası,  7,  Merkezi (Pay Ölçer),  1,  Var,  Hayır,  Evet,  Evet,  Sahibinden,Gürsu,285000.0
  Satılık Daire ,315.0,300.0,  5+1,  5-10 arası,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,830000.0
  Satılık Daire ,260.0,236.0,  4+1,  0,  4,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,650000.0
  Satılık Daire ,123.0,100.0,  3+1,  4,  Yüksek Giriş,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Sahibinden,Gürsu,455000.0
  Satılık Daire ,95.0,90.0,  2+1,  16-20 arası,  3,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Sahibinden,Gürsu,370000.0
  Satılık Daire ,130.0,120.0,  3+1,  5-10 arası,  2,  Doğalgaz (Kombi),  1,  Var,  Evet,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,410000.0
  Satılık Daire ,50.0,50.0,  1+1,  5-10 arası,  1,  Doğalgaz (Kombi),  1,  Yok,  Evet,  Hayır,  Hayır,  Sahibinden,Gürsu,139000.0
  Satılık Daire ,190.0,170.0,  4+1,  3,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,480000.0
  Satılık Daire ,135.0,120.0,  2+1,  16-20 arası,  5,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,310000.0
  Satılık Daire ,95.0,80.0,  2+1,  16-20 arası,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,244900.0
  Satılık Daire ,145.0,127.0,  3+1,  5-10 arası,  Yüksek Giriş,  Doğalgaz (Kombi),  2,  Var,  Evet,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,420000.0
  Satılık Daire ,140.0,140.0,  2+1,  5-10 arası,  4,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,350000.0
  Satılık Daire ,98.0,76.0,  2+1,  0,  3,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Hayır,  Sahibinden,Gürsu,385000.0
  Satılık Daire ,90.0,80.0,  2+1,  5-10 arası,  Yüksek Giriş,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Sahibinden,Gürsu,315000.0
  Satılık Daire ,65.0,55.0,  2+1,  5-10 arası,  4,  Merkezi (Pay Ölçer),  1,  Yok,  Hayır,  Hayır,  Evet,  Sahibinden,Gürsu,139000.0
  Satılık Daire ,140.0,120.0,  3+1,  11-15 arası,  2,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,410000.0
  Satılık Daire ,165.0,120.0,  3+1,  5-10 arası,  Çatı Katı,  Doğalgaz (Kombi),  2,  Yok,  Belirtilmemiş,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,450000.0
  Satılık Daire ,140.0,130.0,  2+1,  5-10 arası,  3,  Doğalgaz (Kombi),  1,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,360000.0
  Satılık Daire ,65.0,65.0,  2+1,  5-10 arası,  Giriş Altı Kot 2,  Merkezi,  1,  Yok,  Belirtilmemiş,  Hayır,  Evet,  Sahibinden,Gürsu,150000.0
  Satılık Daire ,220.0,200.0,  5+1,  0,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Sahibinden,Gürsu,595000.0
  Satılık Daire ,65.0,55.0,  2+1,  5-10 arası,  Yüksek Giriş,  Merkezi (Pay Ölçer),  1,  Yok,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,165000.0
  Satılık Daire ,225.0,200.0,  5+1,  5-10 arası,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,615000.0
  Satılık Daire ,260.0,220.0,  7+1,  1,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,850000.0
  Satılık Daire ,250.0,230.0,  4+1,  0,  3,  Doğalgaz (Kombi),  2,  Var,  Hayır,  Hayır,  Evet,  Emlak Ofisinden,Gürsu,715000.0
